product_name	packaging	brands	categories_tags	ingredients_text	nutriscore_grade	ecoscore_grade
Caster sugar	Plastic, Mixed plastic-bag	Sainsbury's,by sainsbury's	en:sweeteners,en:sugars	Golden caster cane sugar (100%).	c	b
String Cheese	Plastic pouch	Great Lakes Cheese	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:string-cheeses	Pasteurized Part-Skim, Cheese Culture, Salt and Enzymes.	b	c
Swiss Natural Swiss cheese	Plastic Bag	Great Lakes Cheese	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cheeses-from-switzerland	PASTEURIZED PART SKIM MILK, CHEESE CULTURE, SALT, ENZYMES.	c	d
Joe's O's	Carton - card	Trader Joe's	en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals	WHOLE GRAIN OATS (INCLUDES THE OAT BRAN), MODIFIED CORN STARCH, SUGAR, OAT FIBER, SALT, TRIPOTASSIUM PHOSPHATE, VITAMIN E (MIXED TOCOPHEROLS) ADDED TO PRESERVE FRESHNESS.	b	d
Dairy snacks		Danone	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	Cultured non fat milk, water, cream, sugar, fructose, corn syrup solids, modified food starch, contains less than 1% of strawberry puree, calcium phosphate, calcium chloride, citric acid, vitamin d3, vitamin c ascorbic acid, natural and artificial flavor, guar gum, potassium sorbate (to maintain freshness), carmine (for color), carrageenan, chymosin.	c	unknown
Oikos Greek Yogurt Blended - Lemon Meringue Flavor - Made with Whole Milk, Cane Sweetened	Plastic	Danone	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:greek-style-yogurts	Yogurt (cultuered grade A non fat milk, cream, active yogurt culteres) cane sugar, water, contains less than 1% of modified food starch, lemon juice concentrate, natural flavors, beta carotene and turmeric (for color), potassium sorbate (to maintain freshness), sodium citrate, malic acid, vitamin D3.	b	unknown
Nonfat creamy yogurt		Dannon,  The Dannon Company  Inc.	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	Cultured grade a non fat milk, sugar, water, modified food starch, contains less than 1% of kosher gelatin, natural flavors, agar agar, black carrot juice concentrate and beta carotene (for color), malic acid, potassium sorbate (to maintain freshness), vitamin d3, sodium citrate.	b	unknown
Dannon, danonino, dairy snack, strawberry, strawberry banana & peach		Danone	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	Cultured grade a milk, sugar, water, milk protein concentrate, contains less than 1% of calcium citrate, fruit juice and vegetable juice (for color), modified corn starch, modified food starch, natural flavor, hydrolyzed casein, guar gum, malic acid, vitamin d3, sodium citrate, chymosin.	b	unknown
Activia mixed berry/black cherry probiotic yogurt		Activia	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:fermented-dairy-desserts-with-fruits,en:bifidus-yogurts,en:fruit-bifidus-yogurts	cultured reduced fat milk, cane sugar, water, strawberries, blueberry puree, less than 1%: natural flavors, fruit , vegetable juice (for color), milk protein concentrate, kosher gelatin, agar agar, lactic acid, calcium lactate, vitamin d3, live cultures l, bulgaricus (2), l, lactis, s, thermophilus, live and active probiotic b, lactis dn 173-010/cncm i-2494,	b	b
Lowfat yogurt		Activia, Danone, Dannon	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	cultured grade a reduced fat milk, cane sugar, cherries, water, modified food starch, contains less than 1% of milk protein concentrate, kosher gelatin, natural flavors, agar agar, vegetable juice (for color), lactic acid, calcium lactate, vitamin d3, milk calcium.	b	unknown
Lowfat yogurt drink, lemon ginger, honey ginger			en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	cultured grade a reduced fat milk, cane sugar, chicory root fiber, water, contains less than 1% of acacia gum, honey, ginger, pectin, natural flavors, lemon juice concentrate, vitamin d3.	a	unknown
Probiotic Peach & Strawberry Yogurt		Activia	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	cultured grade a reduced fat milk, cane sugar, water, peaches, modified food starch, contains less than 1% of milk protein concentrate, kosher gelatin, natural flavors, agar agar, carrageenan, annatto extract and black carrot juice (for color), malic acid, sodium citrate, xanthan gum, vitamin d3.	b	unknown
Activia light blueberry	Box	Dannon,  The Dannon Company  Inc., Activia	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts	Cultured grade a non fat milk, blueberry puree, water, modified food starch, contains less than 1% of inulin, acacia gum, modified corn starch, kosher gelatin, carmine (for color), natural flavor, pectin, sucralose, calcium lactate, malic acid, sodium cit	a	unknown
Unsweetened Almond & Cashew Milk		Silk	en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:plant-based-beverages,en:milk-substitutes,en:plant-milks	Almond base (filtered water, almonds), Pea protein, Sunflower oil, Vitamin and mineral blend (calcium carbonate, zinc gluconate, vitamin A palmitate, riboflavin [B2], vitamin D2, vitamin B12), Sea salt, Cashew butter, Locust bean gum, Sunflower lecithin, Gellan gum, Ascorbic acid, Citric acid, Pectin, Natural flavour	a	unknown
Almond Barista	Tetra Brik Aseptic	Silk	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:dairy-substitutes,en:nuts-and-their-products,en:plant-based-beverages,en:milk-substitutes,en:plant-milks,en:nut-milks,en:almond-milks	Almond base (filtered water, almonds), Cane sugar, Sunflower oil, Acacia gum, Sodium citrate, Gellan gum, Locust bean gum, Ascorbic acid	b	c
Nextmilk		Silk	en:plant-based-foods-and-beverages,en:beverages,en:dairy-substitutes,en:plant-based-beverages,en:milk-substitutes,en:plant-milks	Oat base (filtered water, gluten-free oat concentrate), Coconut base (filtered water, coconut cream), Coconut oil, Chicory root inulin, Cane sugar, Soy protein isolate, Sunflower oil, Vitamins and minerals (calcium carbonate, zinc gluconate, vitamin A palmitate, ribloflavin [B2], vitamin D2, vitamin B12), Dipotassium phosphate, Sea salt, Locust bean gum, Gellan gum, Sunflower lecithin, Natural flavour, Soy lecithin, Amylase, Glucanase	b	unknown
Diced Chicken Breasts	en:ps-tray	Sainsbury's	en:meats-and-their-products,en:meats,en:chicken-and-its-products,en:poultries,en:chickens,en:chicken-breasts	Chicken breast.	a	c
Intenso Coffee Pod	Plastic	By sainsbury's	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:hot-beverages,en:coffees,en:capsules,en:coffee-capsules	Coffee	c	e
Gatorade Sabor Naranja	Botella de plastico	Gatorade	en:beverages,en:energy-drinks,en:sweetened-beverages,es:bebida-isotonica	Agua, Azúcar, Dextrosa, Ácido cítrico, Sal, Citrato de sodio, Fosfato monopotásico, Goma arábiga, Saborizante natural sabor naranja, Acetato isobutirato de sacarosa, Goma éster, Amarillo ocaso fcf. Pasteurizado.	d	not-applicable
Lime	Botella de plastico	Gatorade	en:beverages,en:energy-drinks,en:sweetened-beverages,es:bebida-isotonica	Agua, Jarabe de maíz de alta fructosa, Azúcar, Ácido cítrico, Sal, Citrato de sodio, Fosfato monopotásico, Goma arábiga, Saborizante natural sabor limonada, Caramelo clase I, Goma éster, Pasteurizado.	e	not-applicable
Gatorade Lima–Limón	Botella de plastico	Gatorade	en:beverages,en:energy-drinks,en:sweetened-beverages,es:bebida-isotonica	Agua, Jarabe de maíz de alta fructuosa, Azúcar, Ácido cítrico, Sal, Citrato de sodio, Fosfato monopotásico, Goma arábiga, Goma éster, Saborizante natural sabor lima–limón, Tartrazina. Producto Pasteurizado.	c	not-applicable
Gatorade Sabor Uva	Botella de plastico	Gatorade	en:beverages,en:energy-drinks,en:sweetened-beverages,es:bebida-isotonica	Agua, Jarabe de maíz de alta fructuosa, Azúcar, Ácido cítrico, Sal, Citrato de sodio, Saborizante natural sabor uva, Fosfato monopotásico,Rojo allura AC, azul brillante FCF, Producto Pasteurizado.	d	not-applicable
Gatorade sabor Ponche de Frutas	Botella de plastico	Gatorade	en:beverages,en:carbonated-drinks,en:energy-drinks,en:sweetened-beverages	Agua, azúcar, dextrosa, ácido cítrico, sal, citrato de sodio, fosfato monopotasico, goma arabiga, saborizante natural sabor ponche de frutas, goma ester, rojo allura AC, caramelo clase IV, producto pasteurizado.	d	not-applicable
Hojuelas de avena natural	Recipiente	Quaker	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:seeds,en:cereals-and-their-products,en:cereal-grains,en:avena	Hojuelas de avena de grano entero	a	unknown
Gatorade Fierce	Botella de plastico	Gatorade	en:beverages,en:carbonated-drinks,en:energy-drinks,en:sweetened-beverages,es:aguas-vitaminadas	Agua, Jarabe de maíz de alta fructuosa, Azúcar, Ácido cítrico, Saborizante natural sabor moras, Sal, Citrato de sodio, Fosfato monopotásico, goma arabiga, goma ester, azul brillante FCF, Producto Pasteurizado.	d	not-applicable
Gatorade Polvo sabor Ponche de Frutas	Con tapa de plástico, Lata de metal	Gatorade	en:beverages,en:sweetened-beverages,es:bebidas-isotonicas,es:polvo,es:polvo-para-preparar-bebidas-energeticas	Agua, Azúcar, Dextrosa, Ácido cítrico, Sal, Citrato de sodio, Fosfato monopotásico, Maltodextrina, silicato de calcio, Saborizante natural sabor ponche de frutas, almidon modificado,  Caramelo clase I, Rojo allura AC, y sulfato de sodio.	d	unknown
Gatorade Sabor Naranja	Botella	Gatorade	en:beverages,en:sweetened-beverages,fr:bebida-isotonica	Agua, Azúcar, Dextrosa, Ácido cítrico, Sal, Citrato de sodio, Fosfato monopotásico, Goma arábiga, Saborizante natural sabor naranja, Acetato isobutirato de sacarosa, Goma éster, Amarillo ocaso fcf. Pasteurizado.	d	unknown
Lime	Botella	Gatorade	en:beverages,en:sweetened-beverages,fr:bebida-isotonica	Agua, Jarabe de maíz de alta fructuosa, Azúcar, Ácido cítrico, Sal, Citrato de sodio, Fosfato monopotásico, Goma arábiga, Goma éster, Saborizante natural sabor lima–limón, Tartrazina. Pasteurizado.	e	unknown
Punch de fruta	Botella	Gatorade	en:beverages,en:artificially-sweetened-beverages,fr:bebida-isotonica	Agua, Azúcar, Dextrosa, Ácido cítrico, Sal, Citrato de sodio, Fosfato monopotásico, Goma arábiga, Saborizante natural sabor ponche de frutas, Goma éster, Rojo allura ac, Caramelo clase IV, Pasteurizado.	e	unknown
Gatorade Polvo sabor naranja	Con tapa de plastico, Lata de metal	Gatorade	en:beverages,en:sweetened-beverages,es:bebidas-isotonicas,es:polvo,es:polvo-para-preparar-bebidas-energeticas	Azúcar, dextrosa, ácido cítrico, cloruro de sodio, citrato de sodio, fosfato monopotasico, saborizante natural sabor naranja, jarabe de maíz, amarillo ocaso FCF y sulfato de sodio.	d	unknown
Gatorade Naranja	Botella de plastico	Gatorade	en:beverages,en:carbonated-drinks,en:energy-drinks,en:sweetened-beverages,es:aguas-vitaminadas	Agua, azucar, dextrosa, àcido citrico, sal, citrato de sodio, fosfato monopotasico, goma arabiga,  saborizante natural sabor naranja, acetato isobutirato de sacarosa, goma ester, amarillo ocaso FCF. pasteurizado.	d	not-applicable
Gatorade sabor Ponche de Frutas	Botella de plastico	Gatorade	en:beverages,en:carbonated-drinks,en:energy-drinks,en:sweetened-beverages,es:aguas-vitaminadas	Agua, azucar, dextrosa, acido citrico, sal, citrato de sodio, fosfato monopotasico, goma arabiga, saborizante natural sabor ponche de frutas, goma ester, rojo allura AC, caramelo clase IV pasteurizado.	d	not-applicable
Milk chocolate covered macadamia nuts wholes and halves		Hawaiian King	en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:bonbons	milk chocolate (sugar, cocoa butter, chocolate liquor, whole milk powder, soy lecithin added as an emulsifier vanillin, an artificial flavor added) and dry roasted macadamia nuts	e	unknown
Organic Lowfat Cottage Cheese	Plastic	Trader Joe's	en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses	CULTURED PASTEURIZED ORGANIC NONFAT & ORGANIC LOWFAT MILK, SALT, TRICALCIUM PHOSPHATE, ORGANIC LOCUST BEAN GUM, CARBON DIOXIDE (TO MAINTAIN FRESHNESS), CARRAGEENAN, CITRIC ACID, VITAMIN A PALMITATE, MICROBIAL RENNET, LIVE AND ACTIVE L. ACIDOPHILUS AND B. BIFIDUS CULTURES.	a	d
Fudge core sundae cones, fudge core			en:desserts,en:frozen-foods,en:frozen-desserts	bleached wheat flour, sugar, contains 2% or less of: vegetable shortening (soybean oil, palm oil, soy lecithin), salt, caramel color, artificial flavor.	e	unknown
Tomato Condensed Soup		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Salt, modified corn starch, potassium chloride, sea salt, citric acid, natural flavoring.	c	unknown
Cream of mushroom condensed soup, cream of mushroom		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Unmodified food starch, salt, modified corn starch, whey, monosodium glutamate, soy protein concentrate, cream, onion powder, autolyzed yeast extract, garlic powder.	c	unknown
Beef barley soup, beef barley		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Beef stock, cooked beef, carrots, barley, tomato paste, diced tomatoes, celery, peas, potatoes, corn, modified food starch, contains less than 1% of: beef fat, salt, wheat flour, maltodextrin, beef flavor, sugar, onion powder, spice extract, garlic powder, hydrolyzed corn protein, hydrolyzed wheat gluten, hydrolyzed soy protein, spice, caramel color.	b	unknown
Italian style wedding soup, italian style wedding			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Chicken broth, meatballs (beef, water, soy protein concentrate, breadcrumbs [wheat flour, sugar, salt, soybean oil, yeast], salt, romano cheese [pasteurized sheep's milk, cheese cultures, salt, enzymes], egg whites, dehydrated parsley, garlic powder, natural flavors), enriched pasta (semolina wheat flour, egg white, niacin, ferrous sulfate [iron], thiamin mononitrate, riboflavin, folic acid), carrots, celery, cooked white chicken meat (white chicken meat, water, rice starch, salt), contains less than 1% of: chicken fat, sea salt, potassium chloride, yeast extract, onion powder, salt, parsley flakes, beta carotene (for color), natural flavor.	c	unknown
Ready To Serve Soup Chicken Noodle With White		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Modified food starch, salt, monosodium glutamate, chicken fat, hydrolyzed corn protein, chicken flavoring (yeast extract, salt), natural flavor, ascorbic acid, parsley flakes, dehydrated chives, garlic powder, onion powder, beta carotene (for color), spice extract.	b	unknown
Chicken & wild rice with white meat & homestyle vegetables ready to serve soup, chicken & wild rice		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Modified food starch, salt, monosodium glutamate, hydrolyzed corn protein, chicken fat, wheat flour, onion powder, chicken flavoring (yeast extract, salt), beta carotene (for color), ascorbic acid, parsley flakes, natural flavor, spice extract.	b	unknown
Minestrone with garden vegetables in a zesty broth ready to serve soup		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Modified food starch, salt, soybean oil, onion powder, sugar, garlic powder, spice extract (contains salt), alfredo cheese sauce (parmesan cheese (milk culture, salt, enzymes), romano cheese (milk cultures, salt, enzymes), salt, unsalted butter, olive oil, sweet cream powder, sugar, yeast extract, and natural flavorings), spice.	b	unknown
New england style clam chowder soup, new england style clam chowder		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Water, potatoes, clam meat, soybean oil, contains less than 2% of: modified corn starch, celery, onions, salt, soy protein concentrate, butter (cream, salt), cream, sugar, clam base (cooked clams, salt, flavorings, unsalted butter [cream, flavoring], potato flour), clam extract, monosodium glutamate, carrageenan, parsley flakes, onion powder, spice, disodium inosinate, disodium guanylate, beta carotene (for color).	b	unknown
Garden vegetables & pasta in a hearty broth ready to serve soup, vegetable			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Salt, onions, red bell peppers, monosodium glutamate, hydrolyzed corn protein, onion powder, garlic powder, yeast extract, spice, parsley flakes, natural flavor.	b	unknown
Bean with bacon condensed soup, bean with bacon			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Wheat flour, carrots, salt, modified corn starch, sugar, celery, dehydrated onions, monosodium glutamate, spice, natural smoke flavoring.	b	unknown
Artificially flavored vanilla ice cream bars with an orange sherbet shell, orange cream			en:desserts,en:frozen-foods,en:frozen-desserts	water, corn syrup, high fructose corn syrup, whey, sugar, milkfat, orange puree (concentrated orange juice, citrus pulp), citric acid, natural flavors, guar gum, mono - and diglycerides, xanthan gum, polysorbate 80, locust bean gum, carrageenan, annatto (color).	c	unknown
Artificially flavored vanilla ice cream with chocolate flavored coating & peanuts in a sugar sundae cones, vanilla			en:desserts,en:frozen-foods,en:frozen-desserts	Bleached wheat flour, sugar, contains 2% or less of: vegetable shortening (soybean oil, palm oil, soy lecithin), salt, caramel color, artificial flavor.	e	unknown
Chicken Noodle		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Salt, modified food starch, chicken fat, monosodium glutamate, chicken flavor, (onion powder, autolyzed yeast extract, salt, chicken broth, modified corn starch, natural flavor), spice extract, onion powder, beta carotene, garlic powder.	c	unknown
Artificially flavored vanilla ice cream with chocolate wafers sandwiches, vanilla			en:desserts,en:frozen-foods,en:frozen-desserts	bleached wheat flour, sugar, caramel color, dextrose, palm oil, corn flour, contains 2% or less of: cocoa, high fructose corn syrup, baking soda, modified corn starch, salt, mono-and diglycerides, soy lecithin.	d	unknown
Neapolitan artificially flavored vanilla, chocolate and strawberry ice cream between chocolate wafers sandwiches, neapolitan			en:desserts,en:frozen-foods,en:frozen-desserts	bleached wheat flour, sugar, caramel color, dextrose, palm oil, corn flour, cocoa, high fructose corn syrup, corn syrup, modified corn starch, baking soda, salt, mono - and diglycerides, soy lecithin.	d	unknown
Artificially Flavored Vanilla Cream With Chocolate			en:desserts,en:frozen-foods,en:frozen-desserts	bleached wheat flour, sugar, caramel color, dextrose, palm oil, corn flour, contains 2% or less of: cocoa, high fructose corn syrup, baking soda, modified corn starch, salt, mono - and diglycerides, soy lecithin.	d	unknown
Chunky vegetable beef ready to serve soup, vegetable beef			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Soybean oil, salt, spice extract, yeast extract, caramel color, hydrolyzed soy protein, hydrolyzed wheat gluten.	b	unknown
Chunky grilled sirloin steak with hearty vegetables ready to serve soup, sirloin steak with hearty vegetables			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Beef ribeye base (roasted beef ribeye including natural juices, salt, hydrolyzed soy/corn protein, corn oil, onion powder, grill flavor, beef bone fat, caramel color, disodium inosinate/disodium guanylate, beef flavor, garlic powder and black pepper), sugar, dehydrated onions, vegetable base (cooked vegetables [carrot, celery, onions], sugar, salt, corn oil, autolyzed yeast extract, flavorings), monosodium glutamate, beef fat, salt, autolyzed yeast extract, onion powder, garlic powder, grill flavor (from vegetable oil), caramel color, parsley flakes, spice, dextrose, spice extract.	b	unknown
Steak & Potato		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Burgundy wine, modified food starch, wheat flour, salt, potato starch, monosodium glutamate, yeast extract, hydrolyzed soy and wheat gluten proteins, spice extract (contains salt), caramel color, grill flavor (from vegetable oil).	b	unknown
Chunky grilled chicken & sausage with beef gumbo ready to serve soup			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Green chilies, salt, jalapeno peppers (jalapeno peppers, salt, vinegar, natural flavors), dehydrated onions, dehydrated red bell peppers, vegetable base (cooked vegetables [carrot, celery, onion], sugar, salt, corn oil, autolyzed yeast extract, flavorings), sugar, monosodium glutamate, garlic powder, spice, onion powder, spice extract, modified corn starch, dehydrated parsley, natural smoke flavor, red pepper.	b	unknown
Homestyle Chicken Noodle Condensed Soup		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Chicken broth, enriched egg noodles (wheat flour, water, whole egg, egg white, niacin, ferrous sulfate [iron], thiamin mononitrate, riboflavin, folic acid), chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), contains less than 2% of: salt, carrots, chicken fat, modified food starch, monosodium glutamate, celery, yeast extract, maltodextrin, natural flavor, onion powder, beta carotene (for color), dehydrated parsley, garlic powder.	c	unknown
Chicken With Rice Condensed Soup		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Chicken broth, rice, chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), contains less than 2% of: carrots, salt, modified food starch, chicken fat, celery, monosodium glutamate, seasoning (onion powder, autolyzed yeast, salt, chicken broth, modified corn starch, natural flavor), disodium guanylate, disodium inosinate, natural flavor, spice, spice extract, garlic powder, citric acid.	c	unknown
Cream of chicken condensed soup, cream of chicken		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Chicken stock, modified food starch, wheat flour, chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), soybean oil, chicken fat, contains less than 2% of: cream, salt, whey, soy protein concentrate, cooked mechanically separated chicken meat, yeast extract, flavoring, sea salt, potassium chloride, lactic acid, disodium inosinate, disodium guanylate, beta carotene (for color).	c	unknown
Cream of celery condensed soup, cream of celery		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Water, celery, soybean oil, modified corn starch, wheat flour, cream, contains less than 2% of: salt, potassium chloride, sugar, soy protein concentrate, natural flavoring, yeast extract, sea salt, celery juice concentrate, disodium inosinate, disodium guanylate, skim milk, maltodextrin, beta carotene (for color), whey protein concentrate.	c	unknown
Reduced sodium chicken noodle condensed soup, chicken noodle			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Chicken broth, enriched egg noodles (wheat flour, eggs, egg whites, niacin, ferrous sulfate [iron], thiamine mononitrate, riboflavin, folic acid), chicken meat (cooked chicken meat, water, modified food starch, salt, sodium phosphate), contains less than 2% of: salt, modified food starch, chicken fat, monosodium glutamate, chicken flavoring (onion powder, autolyzed yeast, chicken broth, modified corn starch, natural flavor), spice extract, onion powder, beta carotene (for color), garlic powder.	c	unknown
Reduced sodium cream of mushroom condensed soup, cream of mushroom			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Water, mushrooms, soybean oil, modified corn starch, wheat flour, contains less than 2% of: whey, salt, cream, sea salt, potassium chloride, soy protein concentrate, autolyzed yeast extract, garlic powder.	c	unknown
Reduced sodium vegetable beef chunky soup, vegetable beef		Food Club,  Topco Associates  Inc.	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Water, carrots, potatoes, seasoned cooked beef (beef, water, salt, sodium phosphate), celery, tomato puree (water, tomato paste), diced tomatoes in tomato juice, corn, green beans, peas, modified food starch, contains less than 2% of: beef flavor (beef broth, natural flavor), yeast extract, hydrolyzed wheat gluten, potassium chloride, vegetable base (cooked vegetables [carrot, celery, onions], sugar, salt, corn oil, autolyzed yeast extract, flavorings), flavoring (maltodextrin, natural flavor, modified tapioca starch, salt), dry beef stock, hydrolyzed yeast protein, onion powder, sea salt, garlic powder, disodium inosinate, disodium guanylate, natural flavor, lactic acid.	a	unknown
Reduced sodium traditional chicken noodle chunky soup, traditional chicken noodle			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Chicken stock, carrots, cooked white chicken meat, enriched pasta (wheat flour, egg white, whole egg, niacin, ferrous sulfate [iron], thiamin mononitrate, riboflavin, folic acid), celery, contains less than 2% of: modified food starch, chicken fat, potassium chloride, yeast extract, salt, flavoring, sugar, spice, sea salt, hydrolyzed wheat gluten, onion powder, ascorbic acid, sodium phosphate, beta carotene (for color).	b	unknown
Crunch bars artificially flavored vanilla ice cream with milk chocolate flavored coating & crisped rice, crunch bars			en:desserts,en:frozen-foods,en:frozen-desserts	coconut oil, sugar, cocoa powder, nonfat dry milk, soy lecithin, salt, vanillin (an artificial flavoring). crisped rice: rice flour, sugar, barley malt extract, salt.	d	unknown
Toffee flavored ice cream bars with milk chocolate flavored coating & toffee candy, toffee			en:desserts,en:frozen-foods,en:frozen-desserts	Sugar, corn syrup, coconut oil, whey, salt, soy lecithin, natural flavor.	d	unknown
Vegetable with beef stock condensed soup, vegetable with beef stock		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Beef stock, potatoes, carrots, water, peas, green beans, tomato paste, enriched pasta (wheat flour, water, egg white, niacin, iron [ferrous sulfate], thiamin mononitrate, riboflavin, folic acid), corn, high fructose corn syrup, contains less than 2% of: modified food starch, celery, onions, salt, monosodium glutamate, soybean oil, beef fat, vinegar, yeast extract, onion powder, garlic powder, disodium guanylate, disodium inosinate, oleoresin paprika, natural flavor.	c	unknown
Vegetable beef condensed soup, vegetable beef			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Water, carrots, potatoes, cooked beef, barley, peas, green beans, tomato paste, contains less than 2% of: potato starch, soybean oil, corn, wheat, rye, oat and rice flours, salt, hydrolyzed yeast protein, hydrolyzed corn, soy and wheat protein, dehydrated onions, sugar, monosodium glutamate, yeast extract, caramel color, beef extract, disodium inosinate, disodium guanylate, spice.	c	unknown
Cream Of Mushroom		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Whey protein concentrate, maltodextrin, whey, buttermilk solids (buttermilk product, whey protein concentrate, whey solids), butter (cream, salt), natural flavor, monosodium glutamate, mushroom powder (dextrin, mushroom extract, salt), autolyzed yeast extract, onion powder, potassium chloride, garlic powder, disodium inosinate, disodium guanylate, caramel coloring.	c	unknown
Cream Of Chicken		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Cream, whey protein concentrate, chicken flavoring (yeast extract, natural flavor, chicken meat, salt, maltodextrin, gelatin, whey powder, egg yolk powder, milk powder), maltodextrin, whey, buttermilk solids (buttermilk, whey proteins), chicken fat, chicken flavor (natural flavors, chicken fat, autolyzed yeast extract), monosodium glutamate, onion powder, seasoning (hydrolyzed soy, corn and wheat gluten proteins, salt, autolyzed yeast, torula yeast, dextrose, thiamine hydrochloride, tartaric acid, gum arabic), potassium chloride, disodium inosinate, disodium guanylate, garlic powder, beta carotene, titanium dioxide, natural flavor, oleoresin carrot.	c	unknown
Cream of potato condensed soup, cream of potato			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Salt, wheat flour, soybean oil mix (partially hydrogenated soybean oil, lactose, sodium caseinate, dipotassium phosphate), eggs, whey, dehydrated onions, modified corn starch, potato starch, sugar, onion powder, monosodium glutamate, autolyzed yeast extract, natural flavoring, spice, sodium bisulfite (to promote color retention), garlic powder.	c	unknown
Chunky classic vegetable ready to serve soup, classic vegetable			en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Modified food starch, salt, high fructose corn syrup, soybean oil, dehydrated onions, wheat flour, yeast extract, hydrolyzed soy and wheat gluten proteins, spice extract (contains salt), dehydrated parsley.	b	unknown
Ready to serve chunky beef soup with homestyle vegetables, chunky beef		Food Club	en:canned-foods,en:meals,en:soups,en:canned-meals,en:canned-soups	Wheat flour, salt, soybean oil, corn starch, caramel coloring, spice extract.	b	unknown
